Kategori,Url Berita,Tanggal,Ringkasan Fenomena,Sentiment,Alasan
Pendidikan,"https://radarsidoarjo.jawapos.com/kota-delta/856348111/sdn-bendotretek-prambon-terbakar-dispendikbud-sidoarjo-siapkan-anggaran-btt-untuk-perbaikan, https://radarsidoarjo.jawapos.com/ekonomi-bisnis/856348289/dukung-masa-depan-pendidikan-indonesia-tri-dan-1000-guru-foundation-buka-akses-digital-di-pelosok-negeri",25 Juli; 25 Juli,"Sebuah kebakaran yang diduga akibat korsleting listrik melanda dua ruang kelas dan satu ruang guru di SDN Bendotretek, Prambon, Sidoarjo pada Senin malam, 28 Juli 2025. Dinas Pendidikan dan Kebudayaan (Dispendikbud) Sidoarjo segera menyiapkan anggaran Belanja Tak Terduga (BTT) untuk perbaikan dan akan berkoordinasi dengan kepala desa untuk memanfaatkan balai desa sebagai ruang belajar sementara. Di sisi lain, untuk mendukung pendidikan di Indonesia, Tri dan 1000 Guru Foundation menjalin kerja sama dalam program ""Akses Digital untuk Pendidikan"" guna membuka akses digital di sekolah-sekolah yang berada di pelosok negeri.",Positif,"Kebakaran di SDN Bendotretek merupakan peristiwa negatif, namun respons cepat dari Dinas Pendidikan dan Kebudayaan (Dispendikbud) Sidoarjo untuk menyiapkan anggaran perbaikan dan ruang belajar sementara menunjukkan tindakan positif dari pemerintah. Di sisi lain, kolaborasi antara Tri dan 1000 Guru Foundation untuk menyediakan akses digital di pelosok negeri merupakan berita positif yang menunjukkan upaya peningkatan kualitas pendidikan."
Restoran dan Hotel,https://radarsidoarjo.jawapos.com/lifestyle/856327921/wujudkan-impian-calon-pengantin-premier-place-hotel-surabaya-airport-di-sidoarjo-gelar-premier-wedding-story-market-2025,21 Juli,"Premier Place Hotel Surabaya Airport di Sidoarjo sukses menggelar ""Premier Wedding Story Market 2025"" pada 26-27 Juli 2025. Acara ini diselenggarakan untuk membantu calon pengantin mewujudkan pernikahan impian mereka dengan menghadirkan berbagai vendor pernikahan, mulai dari wedding organizer, fotografer, desainer, hingga dekorasi. Selain menawarkan promo menarik, acara ini juga dimeriahkan dengan talk show dari pakar pernikahan dan peragaan busana, menjadikannya acara yang sangat bermanfaat bagi para calon pengantin.",Positif,"Penyelenggaraan acara ""Premier Wedding Story Market 2025"" menunjukkan adanya inisiatif yang sukses dalam memfasilitasi kebutuhan calon pengantin. Keberadaan beragam vendor, promo, serta talk show dan peragaan busana memberikan manfaat nyata bagi pengunjung. Kesuksesan acara ini menciptakan pandangan positif terhadap industri pernikahan dan penyelenggara kegiatan."
Barang Pribadi dan Jasa Perorangan,https://news.detik.com/berita/d-8024064/kejagung-periksa-belasan-saksi-terkait-kasus-sritex-pengadaan-laptop,22 Juli,"Kejaksaan Agung (Kejagung) terus mengusut kasus dugaan korupsi dalam pengadaan laptop di Kementerian Komunikasi dan Informatika (Kominfo), yang diduga melibatkan PT Sri Rejeki Isman Tbk (Sritex). Dalam perkembangan terbaru, Kejagung telah memeriksa 13 orang saksi dari berbagai pihak, termasuk sejumlah perusahaan swasta dan BUMN. Kasus ini berfokus pada proyek pengadaan laptop dengan nilai sekitar Rp 67,5 miliar yang diduga terjadi manipulasi dalam proses lelangnya.",Negatif,"Kasus ini menyangkut dugaan tindak pidana korupsi dalam pengadaan barang di pemerintahan yang melibatkan kerugian negara sebesar Rp 67,5 miliar. Meskipun pemeriksaan saksi menunjukkan adanya upaya penegakan hukum, inti dari berita itu sendiri adalah adanya penyalahgunaan wewenang dan potensi kerugian negara."
Pengeluaran Konsumsi Lembaga Non Profit,https://jatim.nu.or.id/metropolis/festiva-yatim-2025-lazisnu-sidoarjo-distribusikan-ratusan-juta-untuk-1000-anak-VgU0z,7 Juli,"LAZISNU Sidoarjo berhasil menyelenggarakan acara ""Festiva Yatim 2025"" pada Minggu, 27 Juli 2025, di GOR Delta Sidoarjo. Dalam acara tersebut, LAZISNU Sidoarjo mendistribusikan dana senilai ratusan juta rupiah kepada 1.000 anak yatim, menjadikannya penyaluran dana terbesar sepanjang sejarah organisasi tersebut. Bupati Sidoarjo, Ahmad Muhdlor Ali, turut hadir dan mengapresiasi kegiatan ini, yang menunjukkan kepedulian terhadap kesejahteraan anak-anak yatim di Sidoarjo.",Positif,"Hal ini karena berita tersebut menggambarkan sebuah kegiatan amal yang sukses dan memberikan manfaat besar bagi masyarakat, yaitu penyaluran dana dalam jumlah signifikan kepada 1.000 anak yatim. Kehadiran dan apresiasi dari Bupati Sidoarjo juga semakin menguatkan kesan positif terhadap kegiatan ini sebagai bentuk kepedulian bersama terhadap kesejahteraan sosial."
Konsumsi Kolektif,https://batam.tribunnews.com/2025/07/28/apbd-2025-juli-sidoarjo-surplus-rp-23516-miliar-pad-rp-13-triliun#google_vignette,28 Juli,"Per Juli 2025, Anggaran Pendapatan dan Belanja Daerah (APBD) Kabupaten Sidoarjo mencatatkan surplus sebesar Rp 235,16 miliar. Menurut Kepala Badan Pengelola Keuangan dan Aset Daerah (BPKAD) Sidoarjo, Ibnu, capaian ini didukung oleh Pendapatan Asli Daerah (PAD) yang telah mencapai Rp 1,3 triliun, atau 75% dari target sepanjang tahun 2025. Perolehan PAD yang signifikan ini membuat Kabupaten Sidoarjo menjadi salah satu daerah dengan realisasi pendapatan tertinggi di Jawa Timur.",Positif,"Pencapaian surplus APBD dan tingginya realisasi Pendapatan Asli Daerah (PAD) menunjukkan kinerja keuangan pemerintah Kabupaten Sidoarjo yang sangat baik. Angka PAD yang mencapai 75% dari target tahunan per Juli 2025 merupakan indikator kuat bahwa perekonomian daerah berjalan stabil dan efektif, yang berdampak baik bagi pembangunan dan kesejahteraan masyarakat."
Konsumsi Individu,https://republikjatim.com/news-12788-tidak-ditemui-dewan-aktivis-non-blok-audiensi-dengan-bupati-sidoarjo-optimis-tak-ada-pak-apbd-tahun-2025,30 Juli,"Sekelompok Aktivis Non-Blok, yang gagal menemui Dewan Perwakilan Rakyat Daerah (DPRD) Kabupaten Sidoarjo, akhirnya melakukan audiensi dengan Bupati Sidoarjo, Ahmad Muhdlor Ali. Pertemuan ini bertujuan untuk memastikan bahwa Anggaran Pendapatan dan Belanja Daerah (APBD) tahun 2025 bebas dari praktik curang atau korupsi. Bupati Subandi menegaskan komitmennya untuk menjamin proses APBD yang transparan dan akuntabel, serta memberikan jaminan bahwa tidak akan ada anggaran fiktif, sehingga membuat para aktivis merasa optimis.",Positif,"Pertemuan antara aktivis dan Bupati Sidoarjo menunjukkan adanya transparansi dan keterbukaan pemerintah daerah dalam mengelola anggaran publik. Komitmen Bupati Subandi untuk memastikan APBD 2025 bebas dari korupsi dan anggaran fiktif mencerminkan responsivitas pemerintah terhadap tuntutan masyarakat, yang memberikan harapan positif terhadap tata kelola pemerintahan yang bersih dan akuntabel di Sidoarjo."
Bangunan,https://pdiperjuangan-jatim.com/sejauh-mana-rpjmd-sidoarjo-mengakomodasi-kebutuhan-masyarakat/,5 Juli,"Fraksi PDI Perjuangan DPRD Sidoarjo mempertanyakan sejauh mana Rencana Pembangunan Jangka Menengah Daerah (RPJMD) Sidoarjo 2021-2026 mampu mengakomodasi kebutuhan mendasar masyarakat. Menurut Hadi Subiyanto dari fraksi tersebut, RPJMD Sidoarjo belum sepenuhnya serius dalam menangani isu-isu krusial seperti kemiskinan, pengangguran, dan masalah sampah. Fraksi ini mendesak Pemerintah Kabupaten Sidoarjo untuk lebih transparan dan serius dalam mengimplementasikan program-program yang ada, terutama menjelang akhir tahun anggaran 2024.",Negatif,"Hal ini karena fraksi PDI Perjuangan dalam DPRD Sidoarjo menunjukkan kritik dan keraguan terhadap efektivitas kinerja pemerintah daerah. Mereka menilai RPJMD belum serius dalam menangani masalah-masalah utama seperti kemiskinan dan sampah, serta menuntut adanya transparansi yang lebih baik. Kritik dari legislatif terhadap eksekutif ini mencerminkan adanya ketidakpuasan dan kekhawatiran terhadap tata kelola pemerintahan."
Non Bangunan,https://sudutpandang.id/dprd-kabupaten-sidoarjo-setujui-raperda-kabupaten-sidoarjo-tentang-rpjmd-kabupaten-sidoarjo-tahun-2025-2029/,10 Juli,"Dewan Perwakilan Rakyat Daerah (DPRD) Kabupaten Sidoarjo menyetujui Rancangan Peraturan Daerah (Raperda) tentang Rencana Pembangunan Jangka Menengah Daerah (RPJMD) Kabupaten Sidoarjo tahun 2025-2029 dalam rapat paripurna pada 5 Agustus 2025. Raperda ini mencakup 10 prioritas pembangunan dan 22 program strategis yang bertujuan menjadikan Sidoarjo lebih berdaya saing, sejahtera, dan berkelanjutan. Selanjutnya, Raperda ini akan diserahkan kepada Pemerintah Provinsi Jawa Timur untuk dievaluasi sebelum ditetapkan menjadi peraturan daerah.",Positif,"Persetujuan Rancangan Peraturan Daerah (Raperda) RPJMD menunjukkan langkah maju dan terencana dari pemerintah daerah untuk pembangunan Sidoarjo. Adanya prioritas dan program yang jelas bertujuan untuk membuat Sidoarjo lebih berdaya saing, sejahtera, dan berkelanjutan, sehingga mencerminkan komitmen pemerintah dalam merencanakan masa depan daerah secara positif."
Perubahan Inventori,,,nan,Kosong,
Ekspor Barang dan Jasa,"https://timesindonesia.co.id/ekonomi/545513/300-produk-umkm-sidoarjo-tembus-pasar-ekspor-didominasi-mamin-dan-olahan-ikan, https://radarsidoarjo.jawapos.com/kota-delta/856218986/sasar-pasar-ekspor-disperindag-sidoarjo-gandeng-anak-muda",6 Juli; 3 Juli,"Sebanyak 300 produk UMKM dari Sidoarjo, yang didominasi oleh makanan, minuman, dan olahan ikan, berhasil menembus pasar ekspor. Untuk terus meningkatkan capaian tersebut, Dinas Perindustrian dan Perdagangan (Disperindag) Sidoarjo kini menggandeng anak-anak muda melalui berbagai pelatihan dan pendampingan. Langkah strategis ini bertujuan untuk mempersiapkan generasi muda agar mampu menciptakan produk berkualitas yang kompetitif di pasar global, sehingga dapat memperluas pasar ekspor UMKM Sidoarjo di masa depan.",Positif,"Pencapaian 300 produk UMKM Sidoarjo yang berhasil menembus pasar ekspor menunjukkan pertumbuhan ekonomi yang baik di sektor UMKM. Selain itu, langkah strategis pemerintah melalui Disperindag untuk melibatkan generasi muda dalam pelatihan dan pendampingan juga menciptakan narasi positif. Upaya ini menunjukkan adanya komitmen pemerintah daerah untuk membangun keberlanjutan ekspor dan menciptakan UMKM yang lebih kompetitif di masa depan."
Impor Barang dan Jasa,https://www.detik.com/jatim/bisnis/d-7457335/mendag-zulhas-musnahkan-barang-impor-ilegal-senilai-rp-5-m-di-sidoarjo,25 Juli,"Menteri Perdagangan Zulkifli Hasan, didampingi oleh Bupati Sidoarjo Ahmad Muhdlor Ali, memimpin pemusnahan barang-barang impor ilegal senilai Rp 5 miliar di Sidoarjo pada Kamis, 25 Juli 2024. Barang-barang yang dimusnahkan terdiri dari berbagai produk, seperti sepatu, pakaian, kosmetik, dan elektronik, yang tidak memenuhi Standar Nasional Indonesia (SNI) dan berpotensi membahayakan konsumen. Tindakan ini merupakan bagian dari upaya pemerintah untuk melindungi industri dalam negeri dan konsumen dari peredaran barang ilegal.",Positif,"Aksi pemusnahan barang impor ilegal senilai Rp 5 miliar oleh Menteri Perdagangan dan Bupati Sidoarjo menunjukkan adanya tindakan nyata dan tegas dari pemerintah dalam menegakkan regulasi. Upaya ini bertujuan untuk melindungi industri dalam negeri dan keamanan konsumen, yang memberikan sinyal kuat tentang komitmen pemerintah terhadap stabilitas ekonomi dan perlindungan masyarakat."
