Kategori,Url Berita,Tanggal,Ringkasan Fenomena,Sentiment,Alasan
Pertambangan Batubara dan Lignit,,,nan,Kosong,
Pertambangan Bijih Logam,,,nan,Kosong,
Pertambangan dan Penggalian Lainnya,https://jnewsonline.com/candi-dermo-sidoarjo/,17 September,"Candi Dermo adalah salah satu peninggalan bersejarah yang masih berdiri kokoh di Sidoarjo, Jawa Timur. Candi ini diduga berasal dari abad ke-14, masa kejayaan Majapahit, dan memiliki bentuk yang mirip dengan Candi Bajang Ratu di Mojokerto. Candi Dermo terbuat dari batu bata merah dan berukuran cukup besar, dengan panjang sekitar 10,84 meter, lebar 10,77 meter, dan tinggi 1,315 meter. Pemugaran candi ini telah dilakukan pada 2015-2020 dan kini diresmikan kembali oleh Badan Pelestarian Cagar Budaya (BPCB) Jawa Timur sebagai salah satu warisan penting yang layak dijaga.",Positif,"Ringkasan berisi informasi tentang candi Dermo, sebuah peninggalan sejarah yang masih kokoh di Sidoarjo. Sentimen positif dalam ringkasan ini karena deskripsi mengenai candi tersebut menunjukkan kelestarian dan pentingnya warisan budaya. Keterangan tentang pemugaran yang dilakukan pada 2015-2020 dan kini telah direstora, serta pengelolaannya oleh Badan Pelestarian Cagar Budaya (BPCB) Jawa Timur sebagai salah satu warisan penting, menunjukkan bahwa candi Dermo memiliki arti yang signifikan dan layak dijaga."
Industri Batu Bara,https://diagramkota.com/2025/09/peran-batubara-dalam-ketahanan-energi-tetap-kritis/,18 September,"Pemerintah menyiapkan anggaran Rp 402,4 triliun untuk program ketahanan energi. Batubara masih memegang peran penting dalam ketahanan energi Indonesia dan kontribusi industri batubara terhadap perekonomian nasional tidak bisa diabaikan. Penerimaan negara dari mineral dan batubara mencapai Rp 74,2 triliun atau 59,5% dari target tahunan, namun produksi dan ekspor batubara melemah. Dalam menghadapi tantangan domestik dan eksternal, perlu adaptasi dan pengembangan teknologi seperti coal gasification dan diversifikasi produk turunan batu bara.",Positif,"Ringkasan berisi informasi tentang penyiapan anggaran oleh pemerintah untuk program ketahanan energi, serta peranan penting batubara dalam perekonomian nasional. Sentimen positif karena ringkasan menekankan pentingnya adaptasi dan pengembangan teknologi untuk menghadapi tantangan domestik dan eksternal, yang menunjukkan kesadaran pemerintah akan perlunya inovasi dan perbaikan pada sektor energi. Keterangan tentang target tahunan dan produksi batubara juga tidak memiliki indikasi negatif, sehingga overall sentimen ringkasan dapat disimpulkan sebagai positif."
Pengilangan Migas,,,nan,Kosong,
Industri Makanan dan Minuman,https://jatim.suaramerdeka.com/jatim/108815944796/petani-tebu-menjerit-gula-menumpuk-di-gudang-tapi-tak-bisa-terjual,19 September,"Petani tebu di Jawa Timur mengalami kesulitan dalam menjual gula yang menumpuk di gudang. Gula tersebut dikumpulkan dari hasil panen tebu, namun tidak dapat terjual karena keterlambatan pengiriman dan kekurangan pasar. Petani-petani tersebut berharap pemerintah dapat memberikan bantuan untuk mengatasi masalah ini dan meningkatkan harga gula yang mereka jual.",Negatif,"Berbagai kesulitan menghadapi petani tebu di Jawa Timur membuat saya berkesimpulan bahwa sentimen tersebut adalah negatif. Kesulitan menjual gula menumpuk di gudang, keterlambatan pengiriman, dan kekurangan pasar menjadi faktor-faktor yang mempengaruhi nasib petani-petani ini. Hal-hal tersebut tidak menunjukkan keberhasilan atau kemujuran, melainkan kesulitan dan penderitaan."
Pengolahan Tembakau,"https://www.liputan6.com/bisnis/read/6157239/pekerja-pabrik-rokok-terancam-phk-menkeu-purbaya-diminta-evaluasi-kebijakan-cukai, https://mediaindonesia.com/humaniora/813581/unair-dorong-perlindungan-sektor-padat-karya-di-jawa-timur",12 September; 22 September,"Pekerja pabrik rokok terancam Pemutusan Hubungan Kerja (PHK) karena perusahaan-perusahaan rokok besar menghadapi kesulitan. Menteri Keuangan Purbaya Yudhi Sadewa diminta evaluasi kebijakan cukai. Komisi XI DPR menyoroti soal kesulitan yang dihadapi perusahaan-rokok, termasuk adanya kabar PHK di industri tembakau. Anggota Komisi XI DPR Harris Turino menyarankan agar pemerintah tetap menjaga target penerimaan cukai tanpa kenaikan tarif dan fokus pada pemberantasan rokok ilegal.",Negatif,"Ringkasan ini memiliki sentimen negatif karena berisi informasi tentang pekerja pabrik rokok yang terancam Pemutusan Hubungan Kerja (PHK) dan adanya kesulitan di industri tembakau. Kondisi PHK dan kesulitan ini dapat mempengaruhi kehidupan pekerja, sehingga dapat menghasilkan rasa depresi dan ketidakpastian. Oleh karena itu, sentimen dalam ringkasan ini dapat dibilang negatif."
Industri Tekstil dan Pakaian Jadi,https://jatim.jpnn.com/jatim-terkini/39834/tepis-lesu-industri-tekstil-pt-ign-buka-pabrik-baru-hadirkan-koleksi-terbaru-letti,10 September,"PT Indo Gaya Nusantara (PT IGN) membuka pabrik tekstil baru seluas setengah hektar di Cikarang dan meluncurkan koleksi premium LETTI. Founder PT IGN, Beny Kurniawan mengatakan ekspansi ini tidak hanya untuk memperbesar kapasitas produksi, tapi juga sebagai wujud keyakinan tekstil Indonesia tetap bisa bersaing. PT IGN juga merilis koleksi modest fashion premium untuk pria dan anak laki-laki, serta beberapa seri dirancang untuk ayah-anak agar tampil serasi lintas generasi.",Positif,"PT IGN membuka pabrik tekstil baru dan meluncurkan koleksi premium LETTI, yang menunjukkan ekspansi bisnis yang positif. Founder PT IGN, Beny Kurniawan mengatakan ekspansi ini tidak hanya untuk memperbesar kapasitas produksi, tapi juga sebagai wujud keyakinan tekstil Indonesia tetap bisa bersaing, sehingga sentimen berita tersebut dapat dianggap positif karena menunjukkan kesadaran dan kepercayaan pada kemampuan industri tekstil Indonesia."
"Industri Kulit, Barang dari Kulit dan Alas Kaki",https://timesindonesia.co.id/indonesia-positif/553286/unmer-malang-kembangkan-ekonomi-hijau-berbasis-limbah-kulit,5 September,"UNMER Malang mengembangkan ekonomi hijau berbasis limbah kulit dengan menggandeng PKK Desa Jatirejoyoso. Program ini bertujuan mengurangi pencemaran dan meningkatkan pendapatan masyarakat. Industri kulit di Kepanjen menghasilkan sekitar 120 kilogram limbah setiap bulan, yang jika diolah dengan tepat dapat disulap menjadi cenderamata kreatif. Program ini juga melibatkan dosen lintas bidang dan mahasiswa Teknik Elektro untuk desain digital dan pelatihan kewirausahaan. Kegiatan akan meliputi pelatihan produksi kerajinan, diversifikasi produk, strategi pemasaran digital, serta karya audio-visual. Program ini telah menghasilkan produk-produk merchandise yang layak jual dan diharapkan mampu menciptakan model ekonomi sirkular berkelanjutan.",Positif,"Alasan sentimen ""Positif"" pada ringkasan ini karena program UNMER Malang mengembangkan ekonomi hijau berbasis limbah kulit menawarkan solusi yang progresif dan inovatif dalam mengurangi pencemaran serta meningkatkan pendapatan masyarakat. Program ini juga melibatkan partisipasi aktif dari berbagai pihak, termasuk dosen dan mahasiswa, sehingga menunjukkan kesadaran akan pentingnya kerja sama dan kolaborasi untuk menciptakan perubahan yang positif. Selain itu, program ini telah menghasilkan produk-produk merchandise yang layak jual, yang menunjukkan potensi ekonomi yang signifikan dan berkelanjutan."
"Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya",https://www.suarakarya.id/nasional/26015839662/sri-kayu-furni-fest-2025-kenalkan-sentra-ikm-mebel-di-solo-ke-masyarakat,2 September,"Sri Kayu Furni Fest 2025 sukses menjadi panggung perkenalan Sentra IKM Mebel Sri Kayu kepada masyarakat. Pameran mebel yang berlangsung Kamis-Sabtu (28-30/8/2025) dihadiri oleh lebih dari seribu pengunjung, termasuk pelaku usaha, perajin, warga masyarakat, pelajar hingga mahasiswa. Event ini memperkenalkan Sentra IKM Mebel Sri Kayu yang baru diresmikan pada Desember 2024 dan menawarkan berbagai fasilitas pengolahan kayu untuk mendukung pengembangan bisnis mebel maupun produk turunan kayu lainnya.",Positif,"Kami menjelaskan bahwa sentimen ""Positif"" dalam ringkasan tersebut berdasarkan karena keberhasilan Sri Kayu Furni Fest 2025 sebagai wadah perkenalan Sentra IKM Mebel Sri Kayu kepada masyarakat. Dengan hadirnya lebih dari seribu pengunjung, termasuk pelaku usaha dan pelajar, menunjukkan bahwa event ini mendapat sambutan positif dari masyarakat. Selain itu, tujuan keberhasilan pameran yaitu memperkenalkan Sentra IKM Mebel Sri Kayu yang baru diresmikan, juga didukung dengan penawaran berbagai fasilitas pengolahan kayu untuk mendukung pengembangan bisnis mebel dan produk turunan."
"Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman",https://suarajatimpost.com/numpuk-di-percetakan-lulusan-pcu-ini-ubah-limbah-kertas-jadi-media-healing-lewat-paper-pulse,16 September,"Numpuk di Percetakan Lulusan PCU ini berubah limbah kertas menjadi media healing lewat Paper Pulse. Festival Gig on the Green 2025 digelar dengan musik, kuliner, dan persahabatan lintas negara. Mahasiswa UM Surabaya melukis pesan damai di Hari Perdamaian Dunia. Wisma Jerman kembali gelar German-Swiss Higher Education Fair 2025 di Surabaya. Buka Festival Sound, Mas Rusdi: bukan sekedar hiburan melainkan ruang kreatif dan edukatif pencinta audio di Pasuruan. Harga daging ayam potong di Ngawi melonjak, pedagang merugi. Polisi di Gresik minta bantuan damkar evakuasi monyet liar masuk kantor. Kawasan Gunung Bromo ditutup hingga 1 Oktober, ada apa? Bansos Minyakita 4 liter diberikan langsung untuk 2 bulan.",Negatif,"Ringkasan berisi beberapa topik yang memiliki sentimen negatif. Contohnya adalah harga daging ayam potong di Ngawi melonjak, pedagang merugi, yang menunjukkan konflik antara pemasar dan pembeli, sehingga menghasilkan kekalahan bagi salah satu pihak. Selain itu, kantor di Gresik harus dievakuasi karena monyet liar masuk, yang dapat menimbulkan rasa takut dan ketidakpastian."
"Industri Kimia, Farmasi dan Obat Tradisional","https://www.cnbcindonesia.com/news/20250917112454-4-667701/bakal-jadi-primadona-begini-progres-kek-halal-di-sidoarjo, https://www.detik.com/jatim/berita/d-8106093/pemkab-sidoarjo-bbpom-perketat-pengawasan-obat-tradisional-berbahan-kimia",17 September; 10 September,"Sekretaris Kementerian Koordinator Bidang Perekonomian Susiwijono Moegiarso menyampaikan progres Kawasan Ekonomi Khusus (KEK) Halal di Sidoarjo, Jawa Timur. KEK ini akan dikembangkan untuk sektor riil dan manufaktur berbasis syariah. Ditargetkan sebagai kawasan penengah antara produsen bahan-bahan farmasi dari China dan pasar di negara-negara Timur Tengah. Indonesia bisa meraih potensi dari industri halal selain sektor keuangan berbasis syariah. Pada tahap awal, KEK Halal Sidoarjo telah menggandeng beberapa investor dari China baik perusahaan kosmetik maupun farmasi.",Positif,"Ringkasan tersebut dikategorikan sebagai sentimen positif karena menyampaikan progres keberhasilan dalam pengembangan Kawasan Ekonomi Khusus (KEK) Halal di Sidoarjo, Jawa Timur. Berita ini menunjukkan kemajuan dan potensi Indonesia dalam industri halal, serta kerjasama yang efektif dengan investor dari China. Oleh karena itu, sentimen positif terbukti sebagai hasil dari berita yang menyuguhkan keberhasilan dan kesuksesan dalam pengembangan KEK Halal."
"Industri Karet, Barang dari Karet dan Plastik",,,nan,Kosong,
Industri Barang Galian bukan Logam,,,nan,Kosong,
Industri Logam Dasar,,,nan,Kosong,
"Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik",https://nnews.co.id/2025/09/10/kejaksaan-periksa-kominfo-terkait-dugaan-korupsi-proyek-viber-optik-wifi-kominfo-senilai-6-m/,10 September,"Kejaksaan Negeri Nganjuk melakukan penyelidikan terkait dua kasus dugaan korupsi di Diskominfo Nganjuk, yakni pemasangan proyek jaringan viber optic wifi senilai Rp 6 miliar dan pemasangan CCTV senilai Rp 850 juta. Penyelidikan dilakukan sejak awal tahun 2025 dengan memanggil beberapa saksi, termasuk pejabat Dinas Kominfo Nganjuk dan pelaksana proyek dari PT Laxo Global Akses Sidoarjo. Kepala Seksi Intelijen Kejari Nganjuk mengatakan bahwa pemeriksaan telah mencapai 75 persen. Wahju Prijo Djatmiko, praktisi hukum pidana di Kabupaten Nganjuk, mendukung proses hukum yang dilakukan oleh Kejaksaan Negeri Nganjuk dan menegaskan bahwa korupsi tidak mudah dibantu.",Positif,"Ringkasan berita ini memiliki sentimen positif karena dilakukan oleh Kejaksaan Negeri Nganjuk untuk mengungkapkan kasus korupsi yang terjadi di Diskominfo Nganjuk. Penyelidikan telah mencapai 75 persen, menunjukkan kemajuan dan keseriusan dalam mengatasi masalah korupsi. Komentar Wahju Prijo Djatmiko, praktisi hukum pidana, juga mendukung proses hukum yang dilakukan oleh Kejaksaan Negeri Nganjuk, menegaskan bahwa korupsi tidak mudah dibantu."
Industri Mesin dan Perlengkapan YTDL,,,nan,Kosong,
Industri Alat Angkutan,,,nan,Kosong,
Industri Furnitur,,,nan,Kosong,
"Industri pengolahan lainnya, jasa reparasi dan pemasangan mesin dan peralatan",,,nan,Kosong,
Ketenagalistrikan,,,nan,Kosong,
Pengadaan Gas dan Produksi Es,,,nan,Kosong,
"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang","https://beritajatim.com/pemkab-sidoarjo-ajak-ribuan-warga-ikut-world-cleanup-day-2025, https://www.detik.com/jatim/berita/d-8112776/gunungan-sampah-di-tpa-jabon-sidoarjo-capai-15-meter",20 September; 15 September,"Pemkab Sidoarjo menggelar World Cleanup Day (WCD) 2025 di kawasan Gelora Delta Sidoarjo. Aksi peduli lingkungan ini dipimpin oleh Sekda Kabupaten Sidoarjo dan Kepala Dinas Lingkungan Hidup dan Kebersihan (DLHK) Sidoarjo, serta diikuti oleh ribuan warga dari berbagai elemen. Kegiatan ini tidak hanya sebagai aksi bersih-bersih, tapi juga momentum penting untuk membangun kesadaran masyarakat menjaga lingkungan. Pemkab Sidoarjo menargetkan pengelolaan sampah 100 persen dan berharap keterlibatan masyarakat dalam WCD bisa menumbuhkan budaya hidup bersih serta memperkuat kebersamaan lintas sektor dalam pengelolaan sampah.",Positif,"Ringkasan ini memiliki sentimen positif karena di dalamnya terlihat adanya komitmen dari Pemkab Sidoarjo dan masyarakat dalam menggelar World Cleanup Day (WCD) 2025. Aksi peduli lingkungan ini tidak hanya sebagai aksi bersih-bersih, tapi juga sebagai momentum penting untuk membangun kesadaran masyarakat menjaga lingkungan. Tujuan yang ditargetkan oleh Pemkab Sidoarjo, yaitu pengelolaan sampah 100 persen, menunjukkan bahwa mereka berkomitmen pada isu lingkungan dan ingin meningkatkan kualitas hidup masyarakat."
Konstruksi,https://radarsurabaya.jawapos.com/ekonomi/776585641/indobuildtech-surabaya-2025-dorong-akselerasi-konstruksi-dan-infrastruktur-di-jawa-timur-dan-nasional,17 September,"Indobuildtech Surabaya 2025 diharapkan dapat menjadi momentum penting dalam meningkatkan akselerasi konstruksi dan infrastruktur di Jawa Timur dan nasional. Kegiatan ini akan membahas isu-isu strategis terkait dengan pengembangan konstruksi dan infrastruktur, serta menampilkan produk dan jasa terbaik dari industri tersebut. Event ini diprakarsai oleh Asosiasi Kontraktor Indonesia (AKI) dan diharapkan dapat meningkatkan potensi investasi di sektor konstruksi dan infrastruktur.",Positif,"Ringkasan berita ini memiliki sentimen positif karena deskripsi kegiatan Indobuildtech Surabaya 2025 menampilkan gambaran yang optimis tentang kemampuan meningkatkan akselerasi konstruksi dan infrastruktur di Jawa Timur dan nasional. Kegiatan ini juga diprakarsai oleh Asosiasi Kontraktor Indonesia (AKI) dengan harapan meningkatkan potensi investasi di sektor konstruksi dan infrastruktur, yang menunjukkan kesungguhan dalam mengembangkan industri tersebut."
"Perdagangan Mobil, Sepeda Motor dan Reparasinya",,,nan,Kosong,
"Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor",https://radarsidoarjo.jawapos.com/ekonomi-bisnis/856553017/doa-ibu-dan-nenek-jadi-kunci-pusat-grosir-sidoarjo-berkembang-pesat,10 September,"Doa Ibu dan Nenek menjadi kunci pusat Grosir Sidoarjo berkembang pesat. Dalam beberapa tahun terakhir, toko baju ini telah menembus pasaran dengan konsep ""ibu-murid"" yang unik. Doa Ibu sebagai penampil utama membagikan cerita dan berbagi pengalaman hidup dengan konsumennya, sehingga membuat pelanggan merasa seperti di rumah. Nenek sebagai bagian penting dari team juga ikut andil dalam menciptakan suasana yang hangat dan intim. Grosir Sidoarjo berhasil menjadi toko baju terlaris di daerah setempat dengan penjualan meningkat 20% per tahun.",Positif,"Ringkasan berita ini diberi sentimen positif karena berisi kisah kesuksesan Grosir Sidoarjo yang dikarenakan oleh konsep ""ibu-murid"" unik dan kehadiran Doa Ibu dan Nenek sebagai penampil utama. Kontribusi mereka membuat pelanggan merasa seperti di rumah, sehingga meningkatkan loyalitas dan meningkatkan penjualan. Keberhasilan toko baju ini juga terlihat dengan penjualan yang meningkat 20% per tahun, menunjukkan kesuksesan strategi yang diterapkan."
Angkutan Rel,,,nan,Kosong,
Angkutan Darat,https://harianmerahputih.id/baca-18921-wali-kota-eri-dorong-percepatan-srrl-transportasi-aglomerasi-kunci-atasi-kemacetan-surabaya-raya,17 September,"Wali Kota Surabaya, Eri Cahyadi, mempercepatan proyek Surabaya Regional Railway Line (SRRL) sebagai solusi utama persoalan mobilitas di wilayah aglomerasi Surabaya Raya. Proyek SRRL kini telah berjalan di bawah koordinasi Kementerian Perhubungan dan melibatkan kota dan kabupaten penyangga agar benar-benar menjawab kebutuhan warga. Eri menegaskan bahwa pola transportasi di Surabaya tidak dapat disamakan dengan Jakarta dan membangun transportasi publik hanya dalam lingkup Surabaya tidak akan efektif. Sistem tersebut harus melibatkan kota dan kabupaten penyangga agar benar-benar menjawab kebutuhan warga.",Positif,"Dalam ringkasan tersebut, sentimen di label sebagai ""Positif"" karena Wali Kota Surabaya, Eri Cahyadi, mempercepatan proyek SRRL yang bertujuan mencari solusi utama persoalan mobilitas di wilayah aglomerasi Surabaya Raya. Hal ini menunjukkan bahwa pemerintah memiliki komitmen untuk meningkatkan kualitas hidup warga melalui pengembangan transportasi publik yang efektif dan berbasis rakyat."
Angkutan Laut,,,nan,Kosong,
Angkutan Sungai Danau dan Penyeberangan,,,nan,Kosong,
Angkutan Udara,https://www.antaranews.com/berita/5078725/bps-catat-turis-tiga-negara-dominasi-kunjungan-wisman-ke-ri-pada-juli,1 September,"Badan Pusat Statistik (BPS) mencatat turis dari tiga negara yakni Malaysia, Australia dan Tiongkok mendominasi kunjungan wisatawan mancanegara atau wisman ke Indonesia pada Juli 2025. Wisman berkebangsaan Malaysia sebanyak 14,32 persen, Australia sebanyak 11,69 persen, dan Tiongkok sebanyak 9,76 persen. Total kunjungan wisman mencapai 1,48 juta kunjungan, atau naik 13,01 persen dibandingkan Juli 2024. Jumlah perjalanan wisatawan nusantara (wisnus) pada Juli 2025 tercatat mencapai 100,20 juta perjalanan, atau naik 29,72 persen dari Juli 2024.",Positif,"Ringkasan berita ini memiliki sentimen positif karena mencatat peningkatan jumlah kunjungan wisman dan perjalanan wisatawan nusantara. Angka naiknya 13,01 persen untuk wisman dan 29,72 persen untuk wisnus menunjukkan kenaikan kepercayaan dan minat masyarakat asing terhadap Indonesia sebagai destinasi wisata. Hal ini juga mengindikasikan pertumbuhan ekonomi sektor pariwisata di Indonesia."
"Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir",https://investor.id/macroeconomy/409755/ekonom-jangan-tambah-kek-baru-fokus-saja-isi-25-kawasan-lama-yang-belum-optimal,16 September,"Kemudian, Ekonom tidak disarankan menambah kekuatan baru, tetapi fokus pada 25 kawasan lama yang belum optimal. Dengan demikian, pemerintah dapat meningkatkan efisiensi dan kemampuan pelayanan publik.",Positif,"Alasan sentimen ""Positif"" tersebut karena ringkasan mengemukakan gagasan fokus pada 25 kawasan lama yang belum optimal, sehingga memungkinkan meningkatkan efisiensi dan kemampuan pelayanan publik. Ide ini memberikan kesan positif karena berfokus pada peningkatan kualitas jasa publik dan tidak mengarahkan pada penggunaan sumber daya secara berlebihan."
